Feature	r2_score	cell_count_coef	dose_coef	intercept
Cytoplasm_Texture_DifferenceEntropy_Actin_3_01_256	0.20958972396214648	-0.002387173383799427	-0.12069485975708051	1.4857823133391246
Cytoplasm_Texture_DifferenceEntropy_Actin_3_02_256	0.19451155085782446	-0.002243260430333815	-0.11673468387624583	1.3860467602762845
Cytoplasm_Texture_DifferenceEntropy_Actin_3_03_256	0.19503883616925266	-0.0023216139106058183	-0.11467933558982141	1.4088835158276487
Cytoplasm_Texture_DifferenceEntropy_ER_3_01_256	0.23467925947107682	-0.0017146822698892764	-0.14798572813731278	1.1604120583602413
Cytoplasm_Texture_DifferenceEntropy_Hoechst_3_01_256	0.01285798425657736	-0.00024805852689280684	-0.034262782770898864	0.06974295641001024
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_00_256	0.043989325379373834	-0.0002593657892996745	-0.06837799350392511	0.009520393262015814
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_01_256	0.04069823563902686	-0.00013153548810444757	-0.0677755601530692	-0.04383881945732321
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_02_256	0.04530336567504967	-4.2485125607103986e-05	-0.07153157027334708	-0.0886168019318675
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_03_256	0.033999243288335146	-5.1421166071850344e-05	-0.061109159630524726	-0.13770341673209635
Cytoplasm_Texture_DifferenceEntropy_PM_3_00_256	0.027289365099479324	-0.000952371731018628	-0.0401109080198016	0.5401195809710178
Cytoplasm_Texture_DifferenceEntropy_PM_3_01_256	0.018608696720098905	-0.0007688435766007197	-0.03358192825888315	0.43404918065433384
Cytoplasm_Texture_DifferenceEntropy_PM_3_02_256	0.027289392011496716	-0.0007905713563203009	-0.045085775586494806	0.47423662153772816
Cytoplasm_Texture_DifferenceEntropy_PM_3_03_256	0.016395313152977042	-0.0007537683640399636	-0.02991408673223603	0.3835305084043997
Cytoplasm_Texture_DifferenceVariance_Actin_3_01_256	0.14188661776403377	0.00183188309151268	0.1029207867464518	-1.1676627251086285
Cytoplasm_Texture_DifferenceVariance_ER_3_01_256	0.21490180156484007	0.0021147558759057328	0.13941896316142757	-1.3346365899199812
Cytoplasm_Texture_DifferenceVariance_Hoechst_3_02_256	0.0030487436947392865	0.00023058729230462542	-0.01920126939896522	0.21286531771401626
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_01_256	0.050201521029441976	-4.326360184294065e-06	0.09570716297865008	0.03446701391550688
Cytoplasm_Texture_DifferenceVariance_PM_3_02_256	0.019081073960686035	0.0008310564120180657	0.03540754690719668	-0.5434919769681936
Cytoplasm_Texture_InfoMeas1_ER_3_00_256	0.19602394548067303	-0.001320332138654718	-0.14319592539370332	0.991721442330018
Cytoplasm_Texture_InfoMeas1_ER_3_01_256	0.15250535565200962	-0.0009234774598370466	-0.130355702583839	0.7876451830400157
Cytoplasm_Texture_InfoMeas1_ER_3_02_256	0.19326522734932228	-0.0009257479112717527	-0.14855831984502482	0.815391222016268
Cytoplasm_Texture_InfoMeas1_ER_3_03_256	0.13799525438587368	-0.0008846794051521785	-0.12183714782361704	0.6897641244395107
Cytoplasm_Texture_InfoMeas1_Hoechst_3_00_256	0.023097418215137666	0.0009215372922205714	0.038819867103353535	-0.5058551679747191
Cytoplasm_Texture_InfoMeas1_Hoechst_3_01_256	0.049201748240558896	0.0013314626037908245	0.056211891305264106	-0.7112646249978574
Cytoplasm_Texture_InfoMeas1_Hoechst_3_02_256	0.023599840177932263	0.0009913104683841579	0.03682569333612129	-0.5210368212285148
Cytoplasm_Texture_InfoMeas1_Hoechst_3_03_256	0.04928950002877097	0.0013676075834083532	0.05428048040986255	-0.7511621947840204
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_00_256	0.03665159976897037	-0.0008700789679972735	-0.05665299043636698	0.5169658725991888
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_01_256	0.028903812870007872	-0.0005929296808741256	-0.05411990829100173	0.42107520906080276
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_02_256	0.03470523685693794	-0.0004589341594478259	-0.06231949152478787	0.33299325102330174
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_03_256	0.01769933716420835	-0.0005379963944649	-0.041036091376082884	0.2866390453349405
Cytoplasm_Texture_InfoMeas1_PM_3_00_256	0.0526126413210386	-0.0007689395312025834	-0.06930037736591281	0.5729003153383071
Cytoplasm_Texture_InfoMeas1_PM_3_01_256	0.032084547959028376	-0.000378643562638639	-0.057996825535517285	0.36619857458639443
Cytoplasm_Texture_InfoMeas1_PM_3_02_256	0.0533748841389341	-0.0003975541740226335	-0.07665270571214526	0.41199181751643843
Cytoplasm_Texture_InfoMeas1_PM_3_03_256	0.023878302231578497	-0.000335142295718836	-0.049537169521082516	0.25667167604353136
Cytoplasm_Texture_InfoMeas2_ER_3_00_256	0.004790821955196534	-0.0001410399331376157	0.025788026629897428	-0.03026444978491677
Cytoplasm_Texture_InfoMeas2_ER_3_01_256	0.008394417225507045	-0.00020287206968213354	0.03407453425388515	-0.030119536703293828
Cytoplasm_Texture_InfoMeas2_ER_3_02_256	0.005877410407953532	-0.00037991442086194384	0.02740041909159901	0.07879853130513025
