Metadata_WellRow	Metadata_WellCol	Metadata_heart_number	Metadata_cell_type	Metadata_heart_failure_type	Metadata_treatment	Metadata_Cells_Location_Center_X	Metadata_Cells_Location_Center_Y	Metadata_Image_Count_Cells	Metadata_ImageNumber	Metadata_Plate	Metadata_Well	Metadata_Cells_Number_Object_Number	Metadata_Cytoplasm_Parent_Cells	Metadata_Cytoplasm_Parent_Nuclei	Metadata_Nuclei_Number_Object_Number	Metadata_Site	UMAP0	UMAP1
B	5	9	failing	rejected	DMSO	540.9531273324377	777.7856894063791	41	60.0	localhost230405150001	B05	25.0	25.0	32.0	32.0	f11	-2.348814	1.6851777
B	5	9	failing	rejected	DMSO	358.85687140509447	785.3885065735415	41	60.0	localhost230405150001	B05	27.0	27.0	34.0	34.0	f11	-2.5070121	2.357544
B	5	9	failing	rejected	DMSO	663.3222341157581	865.9662435966053	41	60.0	localhost230405150001	B05	28.0	28.0	35.0	35.0	f11	-1.8281239	3.8010015
B	5	9	failing	rejected	DMSO	257.34781656999013	885.294954580278	41	60.0	localhost230405150001	B05	29.0	29.0	36.0	36.0	f11	-0.53337693	3.1779053
B	5	9	failing	rejected	DMSO	118.16426783479349	887.438829787234	41	60.0	localhost230405150001	B05	30.0	30.0	37.0	37.0	f11	-1.3232077	4.6873045
B	5	9	failing	rejected	DMSO	816.1159298245614	883.2461754385965	41	60.0	localhost230405150001	B05	31.0	31.0	38.0	38.0	f11	-0.7567136	4.910374
B	5	9	failing	rejected	DMSO	968.6529659037833	919.9941616067258	41	60.0	localhost230405150001	B05	32.0	32.0	39.0	39.0	f11	1.1218156	-0.59719384
B	5	9	failing	rejected	DMSO	435.7563265129558	935.6809274559848	41	60.0	localhost230405150001	B05	33.0	33.0	40.0	40.0	f11	-1.7253315	4.00669
B	5	9	failing	rejected	DMSO	691.4444444444445	974.3977011494253	41	60.0	localhost230405150001	B05	34.0	34.0	41.0	41.0	f11	4.9152884	4.3555093
B	5	9	failing	rejected	DMSO	827.392010199745	980.2836379090522	41	60.0	localhost230405150001	B05	35.0	35.0	43.0	43.0	f11	-0.94352305	1.8059386
B	5	9	failing	rejected	DMSO	929.5090267690392	1019.344262295082	41	60.0	localhost230405150001	B05	37.0	37.0	45.0	45.0	f11	0.6195193	-0.7494557
B	5	9	failing	rejected	DMSO	748.8158604567524	1027.39453335731	41	60.0	localhost230405150001	B05	38.0	38.0	46.0	46.0	f11	-0.14351147	3.4836955
B	5	9	failing	rejected	DMSO	327.25928623452296	1053.0721048798252	41	60.0	localhost230405150001	B05	41.0	41.0	50.0	50.0	f11	6.680455	4.7792068
B	5	9	failing	rejected	DMSO	837.8421449337784	107.49908474211263	18	62.0	localhost230405150001	B05	1.0	1.0	3.0	3.0	f13	-1.1674691	1.7006136
B	5	9	failing	rejected	DMSO	1053.4791336502906	146.23560486001057	18	62.0	localhost230405150001	B05	2.0	2.0	5.0	5.0	f13	6.375765	4.2232623
B	5	9	failing	rejected	DMSO	865.7989449003517	184.92526377491208	18	62.0	localhost230405150001	B05	4.0	4.0	7.0	7.0	f13	1.4907638	1.50667
B	5	9	failing	rejected	DMSO	349.9739390061847	359.63471955640864	18	62.0	localhost230405150001	B05	7.0	7.0	10.0	10.0	f13	-1.6462489	5.985247
B	5	9	failing	rejected	DMSO	710.8902040816326	434.56826530612244	18	62.0	localhost230405150001	B05	9.0	9.0	12.0	12.0	f13	-1.697115	4.93158
B	5	9	failing	rejected	DMSO	915.3653579676675	498.29006928406466	18	62.0	localhost230405150001	B05	10.0	10.0	13.0	13.0	f13	5.924842	4.04207
B	5	9	failing	rejected	DMSO	751.4852166525063	497.91367884451995	18	62.0	localhost230405150001	B05	11.0	11.0	14.0	14.0	f13	-1.3799757	5.780383
B	5	9	failing	rejected	DMSO	503.2607897981894	531.9563896658547	18	62.0	localhost230405150001	B05	12.0	12.0	15.0	15.0	f13	-2.1150994	4.6520495
B	5	9	failing	rejected	DMSO	943.0605115408608	656.1154086088584	18	62.0	localhost230405150001	B05	13.0	13.0	16.0	16.0	f13	5.835606	3.676896
B	5	9	failing	rejected	DMSO	334.08336325553563	649.3140035906642	18	62.0	localhost230405150001	B05	15.0	15.0	18.0	18.0	f13	-0.9726397	2.9443185
B	5	9	failing	rejected	DMSO	481.71512935883015	727.5376827896513	18	62.0	localhost230405150001	B05	16.0	16.0	19.0	19.0	f13	-1.0248857	4.239888
B	5	9	failing	rejected	DMSO	659.8219852337982	873.9425758818704	18	62.0	localhost230405150001	B05	18.0	18.0	23.0	23.0	f13	6.1412044	4.1066265
B	5	9	failing	rejected	DMSO	416.39565634420387	269.5561112633598	16	63.0	localhost230405150001	B05	1.0	1.0	6.0	6.0	f14	-1.7011508	4.4735518
B	5	9	failing	rejected	DMSO	814.9157236053787	303.4017041672214	16	63.0	localhost230405150001	B05	2.0	2.0	7.0	7.0	f14	-2.6352804	4.069231
B	5	9	failing	rejected	DMSO	574.2766304733518	306.47711305088353	16	63.0	localhost230405150001	B05	3.0	3.0	9.0	9.0	f14	-2.3684623	2.3362844
B	5	9	failing	rejected	DMSO	202.04066382432495	390.6923852748361	16	63.0	localhost230405150001	B05	4.0	4.0	10.0	10.0	f14	-1.9464891	4.5090137
B	5	9	failing	rejected	DMSO	656.4889696728251	442.2745381206115	16	63.0	localhost230405150001	B05	6.0	6.0	12.0	12.0	f14	-2.3556907	1.615501
B	5	9	failing	rejected	DMSO	535.9705523137468	454.2241823856697	16	63.0	localhost230405150001	B05	7.0	7.0	13.0	13.0	f14	-2.7767138	1.6586468
B	5	9	failing	rejected	DMSO	375.280786527605	513.8718304468472	16	63.0	localhost230405150001	B05	8.0	8.0	14.0	14.0	f14	-2.269558	3.0248632
B	5	9	failing	rejected	DMSO	206.34102021455155	536.2180544406334	16	63.0	localhost230405150001	B05	9.0	9.0	15.0	15.0	f14	-1.9703237	4.2590914
B	5	9	failing	rejected	DMSO	506.9648253068933	590.5464471199244	16	63.0	localhost230405150001	B05	10.0	10.0	17.0	17.0	f14	-1.8113396	2.8536034
B	5	9	failing	rejected	DMSO	252.14895881844188	666.5624376289003	16	63.0	localhost230405150001	B05	12.0	12.0	19.0	19.0	f14	-0.111169934	5.483473
B	5	9	failing	rejected	DMSO	777.3395767613039	740.8438485804417	16	63.0	localhost230405150001	B05	13.0	13.0	22.0	22.0	f14	-2.3213887	4.300138
B	5	9	failing	rejected	DMSO	858.6418559690671	845.8801353310778	16	63.0	localhost230405150001	B05	14.0	14.0	24.0	24.0	f14	5.9051533	3.7497022
B	5	9	failing	rejected	DMSO	200.44637566056755	848.9042978892385	16	63.0	localhost230405150001	B05	15.0	15.0	25.0	25.0	f14	-2.1630151	4.5718856
B	5	9	failing	rejected	DMSO	975.3150345769658	921.7534363527704	16	63.0	localhost230405150001	B05	16.0	16.0	26.0	26.0	f14	-1.1931192	2.8126404
B	5	9	failing	rejected	DMSO	275.81847853376854	214.75428906184618	28	64.0	localhost230405150001	B05	1.0	1.0	6.0	6.0	f15	-0.8152855	1.3924291
B	5	9	failing	rejected	DMSO	181.71658807797874	215.2131747483989	28	64.0	localhost230405150001	B05	2.0	2.0	7.0	7.0	f15	-1.0605421	1.8652434
B	5	9	failing	rejected	DMSO	271.9313971742543	389.4807692307692	28	64.0	localhost230405150001	B05	6.0	6.0	14.0	14.0	f15	-0.1392322	4.2538505
B	5	9	failing	rejected	DMSO	798.9058398481353	397.54718213549427	28	64.0	localhost230405150001	B05	8.0	8.0	16.0	16.0	f15	-2.8533666	3.5667336
B	5	9	failing	rejected	DMSO	1002.1947211155378	534.8668658698539	28	64.0	localhost230405150001	B05	12.0	12.0	20.0	20.0	f15	0.913902	4.5633864
B	5	9	failing	rejected	DMSO	586.7424667890701	638.8248190949347	28	64.0	localhost230405150001	B05	14.0	14.0	24.0	24.0	f15	-2.061451	4.797816
B	5	9	failing	rejected	DMSO	890.8842132947597	680.0836346899862	28	64.0	localhost230405150001	B05	18.0	18.0	28.0	28.0	f15	-1.5894226	4.335533
B	5	9	failing	rejected	DMSO	209.64154693622578	842.0152194900335	28	64.0	localhost230405150001	B05	19.0	19.0	29.0	29.0	f15	-2.8514774	2.9178896
B	5	9	failing	rejected	DMSO	325.67950656821756	891.5415888266168	28	64.0	localhost230405150001	B05	23.0	23.0	35.0	35.0	f15	-2.852116	3.081957
B	5	9	failing	rejected	DMSO	869.4540993661827	848.2548558576979	28	64.0	localhost230405150001	B05	24.0	24.0	36.0	36.0	f15	-1.9250292	2.8973913
B	5	9	failing	rejected	DMSO	986.5185645101204	914.3962498447784	28	64.0	localhost230405150001	B05	26.0	26.0	38.0	38.0	f15	-1.1181668	4.2364106
B	5	9	failing	rejected	DMSO	743.8557539050048	895.3867548613325	28	64.0	localhost230405150001	B05	27.0	27.0	39.0	39.0	f15	-1.1268778	5.155973
B	5	9	failing	rejected	DMSO	911.1224984419362	977.4661034554393	28	64.0	localhost230405150001	B05	28.0	28.0	41.0	41.0	f15	-2.2830143	1.7420328
B	5	9	failing	rejected	DMSO	502.9140249759846	948.4851104707012	50	57.0	localhost230405150001	B05	48.0	48.0	56.0	56.0	f08	2.276468	4.8298597
B	5	9	failing	rejected	DMSO	681.6658270361041	154.58371116708648	45	58.0	localhost230405150001	B05	1.0	1.0	7.0	7.0	f09	-0.7589565	3.0173557
B	5	9	failing	rejected	DMSO	379.4709724238026	329.06386066763423	45	58.0	localhost230405150001	B05	10.0	10.0	19.0	19.0	f09	6.8847632	4.8906713
B	5	9	failing	rejected	DMSO	173.87017774851876	314.09644502962476	45	58.0	localhost230405150001	B05	11.0	11.0	20.0	20.0	f09	-2.0579026	1.7510976
B	5	9	failing	rejected	DMSO	828.6492662978109	141.7031513110416	47	59.0	localhost230405150001	B05	5.0	5.0	8.0	8.0	f10	-0.87710696	0.4989294
B	5	9	failing	rejected	DMSO	937.4494623655914	531.3075268817204	47	59.0	localhost230405150001	B05	29.0	29.0	36.0	36.0	f10	7.059024	5.531494
B	5	9	failing	rejected	DMSO	469.9351717640238	690.6218292506161	47	59.0	localhost230405150001	B05	34.0	34.0	41.0	41.0	f10	-2.4659352	2.370593
B	5	9	failing	rejected	DMSO	1018.8189229779017	962.2190517056425	41	60.0	localhost230405150001	B05	36.0	36.0	44.0	44.0	f11	2.0299513	-0.17317064
B	5	9	failing	rejected	DMSO	630.2521048833294	670.0387779648785	18	62.0	localhost230405150001	B05	14.0	14.0	17.0	17.0	f13	-1.0289245	4.291124
B	5	9	failing	rejected	DMSO	384.2559521209209	393.8685946441833	16	63.0	localhost230405150001	B05	5.0	5.0	11.0	11.0	f14	-2.492039	3.6353462
B	5	9	failing	rejected	DMSO	879.8534698193002	252.33318915801615	28	64.0	localhost230405150001	B05	4.0	4.0	10.0	10.0	f15	-2.1405773	4.186241
B	5	9	failing	rejected	DMSO	965.1538283866497	342.9563459983832	28	64.0	localhost230405150001	B05	5.0	5.0	11.0	11.0	f15	0.6271593	0.026061015
B	5	9	failing	rejected	DMSO	450.37435677530016	485.5408090337336	28	64.0	localhost230405150001	B05	9.0	9.0	17.0	17.0	f15	-1.416679	5.734676
B	5	9	failing	rejected	DMSO	658.7810768012669	806.4224729480073	28	64.0	localhost230405150001	B05	20.0	20.0	32.0	32.0	f15	-1.1978693	3.3354747
B	5	9	failing	rejected	DMSO	1036.80742162508	541.4401791426743	28	64.0	localhost230405150001	B05	13.0	13.0	21.0	21.0	f15	5.9039273	4.25261
B	5	9	failing	rejected	DMSO	349.35446381405177	604.1596011621764	50	57.0	localhost230405150001	B05	29.0	29.0	36.0	36.0	f08	-2.0821645	1.7727575
B	5	9	failing	rejected	DMSO	373.223242250783	743.1258235230587	50	57.0	localhost230405150001	B05	37.0	37.0	45.0	45.0	f08	-2.1690528	1.602485
B	5	9	failing	rejected	DMSO	671.5732178269492	879.7245590230665	50	57.0	localhost230405150001	B05	44.0	44.0	52.0	52.0	f08	-1.5667281	1.982536
B	5	9	failing	rejected	DMSO	325.93026151930263	190.46824408468245	45	58.0	localhost230405150001	B05	4.0	4.0	11.0	11.0	f09	4.69568	4.1138797
B	5	9	failing	rejected	DMSO	931.5385799302278	462.14221218961626	45	58.0	localhost230405150001	B05	19.0	19.0	30.0	30.0	f09	-1.1441466	3.5628073
B	5	9	failing	rejected	DMSO	119.86349809885931	502.16108998732574	45	58.0	localhost230405150001	B05	20.0	20.0	31.0	31.0	f09	-0.43572593	2.081596
B	5	9	failing	rejected	DMSO	928.2815909890884	134.47958465329108	47	59.0	localhost230405150001	B05	8.0	8.0	11.0	11.0	f10	0.6167344	-0.8981206
B	5	9	failing	rejected	DMSO	782.3741231488698	232.25175370226032	47	59.0	localhost230405150001	B05	15.0	15.0	19.0	19.0	f10	2.0179887	3.857913
B	5	9	failing	rejected	DMSO	986.7946155981127	370.59589231196225	47	59.0	localhost230405150001	B05	21.0	21.0	27.0	27.0	f10	0.010235572	3.7036934
B	5	9	failing	rejected	DMSO	636.7899261793302	479.25850738206697	47	59.0	localhost230405150001	B05	27.0	27.0	34.0	34.0	f10	-2.4999452	1.9418026
B	5	9	failing	rejected	DMSO	951.7564102564103	688.5899423573842	47	59.0	localhost230405150001	B05	36.0	36.0	43.0	43.0	f10	-0.7908951	5.052826
B	5	9	failing	rejected	DMSO	262.30180995475115	760.7278280542987	47	59.0	localhost230405150001	B05	38.0	38.0	45.0	45.0	f10	-1.9446503	4.809656
B	5	9	failing	rejected	DMSO	169.764916390136	485.25492875268395	41	60.0	localhost230405150001	B05	13.0	13.0	18.0	18.0	f11	-1.7203803	3.1634545
B	5	9	failing	rejected	DMSO	922.5815914924826	478.16886688668865	41	60.0	localhost230405150001	B05	14.0	14.0	19.0	19.0	f11	-0.35777247	-0.8842804
B	5	9	failing	rejected	DMSO	1053.2679127725858	508.58006230529594	41	60.0	localhost230405150001	B05	17.0	17.0	22.0	22.0	f11	6.709772	4.7570972
B	5	9	failing	rejected	DMSO	448.62162891046387	771.9573894282632	41	60.0	localhost230405150001	B05	26.0	26.0	33.0	33.0	f11	-0.4125258	-0.89576745
B	5	9	failing	rejected	DMSO	585.3588435374149	1036.8038903061224	41	60.0	localhost230405150001	B05	39.0	39.0	47.0	47.0	f11	-0.7017634	5.16079
B	5	9	failing	rejected	DMSO	991.2039116262224	1041.178739587106	41	60.0	localhost230405150001	B05	40.0	40.0	49.0	49.0	f11	0.4345398	-0.9367822
B	5	9	failing	rejected	DMSO	630.4686704024452	166.80539989811513	18	62.0	localhost230405150001	B05	3.0	3.0	6.0	6.0	f13	5.962385	3.8903074
B	5	9	failing	rejected	DMSO	744.4063382310574	230.54140017286085	18	62.0	localhost230405150001	B05	5.0	5.0	8.0	8.0	f13	-2.1666708	1.5856692
B	5	9	failing	rejected	DMSO	612.0595760233919	333.49652777777777	18	62.0	localhost230405150001	B05	6.0	6.0	9.0	9.0	f13	-1.2343584	4.1236596
B	5	9	failing	rejected	DMSO	158.97273867913768	344.22504847724423	18	62.0	localhost230405150001	B05	8.0	8.0	11.0	11.0	f13	1.3221259	4.761898
B	5	9	failing	rejected	DMSO	716.9082032813126	588.5863945578232	16	63.0	localhost230405150001	B05	11.0	11.0	18.0	18.0	f14	-1.3051234	4.765729
B	5	9	failing	rejected	DMSO	343.0644480193042	197.56092901669012	28	64.0	localhost230405150001	B05	3.0	3.0	8.0	8.0	f15	-1.6379205	2.6701322
B	5	9	failing	rejected	DMSO	99.66487755786649	345.13977412501396	28	64.0	localhost230405150001	B05	7.0	7.0	15.0	15.0	f15	-1.6673992	3.5056252
B	5	9	failing	rejected	DMSO	71.08547537937442	465.7620006193868	28	64.0	localhost230405150001	B05	10.0	10.0	18.0	18.0	f15	0.4384122	3.3945692
B	5	9	failing	rejected	DMSO	678.9078140762008	494.41444866920153	28	64.0	localhost230405150001	B05	11.0	11.0	19.0	19.0	f15	-2.4985158	3.951314
B	5	9	failing	rejected	DMSO	127.94640122511485	678.3563042368555	28	64.0	localhost230405150001	B05	15.0	15.0	25.0	25.0	f15	-0.25228712	0.42256072
B	5	9	failing	rejected	DMSO	325.38236028983096	639.4962938286	28	64.0	localhost230405150001	B05	16.0	16.0	26.0	26.0	f15	-2.327569	3.329437
B	5	9	failing	rejected	DMSO	584.5878472662691	850.1671952302423	28	64.0	localhost230405150001	B05	22.0	22.0	34.0	34.0	f15	0.86952823	2.127222
B	5	9	failing	rejected	DMSO	429.98419816357034	898.7821909032672	28	64.0	localhost230405150001	B05	25.0	25.0	37.0	37.0	f15	-1.2414603	3.193967
B	5	9	failing	rejected	DMSO	533.9923200238601	787.9020989449353	50	57.0	localhost230405150001	B05	39.0	39.0	47.0	47.0	f08	-2.447883	2.2757313
B	5	9	failing	rejected	DMSO	513.4694870834893	846.9524522650693	47	59.0	localhost230405150001	B05	41.0	41.0	48.0	48.0	f10	2.6900406	3.1826386
B	5	9	failing	rejected	DMSO	538.7842266709719	394.12859218598646	41	60.0	localhost230405150001	B05	11.0	11.0	15.0	15.0	f11	-1.8035586	2.9921272
B	5	9	failing	rejected	DMSO	594.6585878570545	786.4013231111661	18	62.0	localhost230405150001	B05	17.0	17.0	20.0	20.0	f13	-1.1267319	4.1594815
B	5	9	failing	rejected	DMSO	741.7390163379328	686.219024238833	28	64.0	localhost230405150001	B05	17.0	17.0	27.0	27.0	f15	-2.2513561	3.7147832
B	5	9	failing	rejected	DMSO	506.57156422651934	834.9469958563536	28	64.0	localhost230405150001	B05	21.0	21.0	33.0	33.0	f15	0.50003004	2.3736105
B	5	9	failing	rejected	DMSO	268.64729194187584	124.08982826948481	17	61.0	localhost230405150001	B05	1.0	1.0	2.0	2.0	f12	2.534912	5.038166
B	5	9	failing	rejected	DMSO	533.5643648763853	168.4006820119352	17	61.0	localhost230405150001	B05	2.0	2.0	4.0	4.0	f12	5.773243	3.6445754
B	5	9	failing	rejected	DMSO	889.366573816156	180.95431754874653	17	61.0	localhost230405150001	B05	3.0	3.0	5.0	5.0	f12	4.2643304	4.1597686
B	5	9	failing	rejected	DMSO	339.0221683530073	264.4745994940978	17	61.0	localhost230405150001	B05	4.0	4.0	6.0	6.0	f12	-2.230964	4.594713
B	5	9	failing	rejected	DMSO	639.1183525394792	318.3302176696543	17	61.0	localhost230405150001	B05	5.0	5.0	8.0	8.0	f12	-2.315674	2.287642
B	5	9	failing	rejected	DMSO	992.3053591207293	375.0166993269149	17	61.0	localhost230405150001	B05	6.0	6.0	9.0	9.0	f12	0.4775824	5.3211527
B	5	9	failing	rejected	DMSO	697.5943298969072	497.9048969072165	17	61.0	localhost230405150001	B05	8.0	8.0	12.0	12.0	f12	-2.5730443	3.416213
B	5	9	failing	rejected	DMSO	533.0498505754435	419.7370445730273	17	61.0	localhost230405150001	B05	9.0	9.0	13.0	13.0	f12	-2.6535096	3.823582
B	5	9	failing	rejected	DMSO	437.9934856861157	572.5569914433606	17	61.0	localhost230405150001	B05	10.0	10.0	16.0	16.0	f12	-2.6314483	3.729179
B	5	9	failing	rejected	DMSO	97.68677264216748	728.3806674253827	17	61.0	localhost230405150001	B05	13.0	13.0	19.0	19.0	f12	-2.8242383	1.765044
B	5	9	failing	rejected	DMSO	526.5500676956405	846.1770917952883	17	61.0	localhost230405150001	B05	14.0	14.0	20.0	20.0	f12	-1.5061578	4.1740127
B	5	9	failing	rejected	DMSO	788.9591015045561	887.8038325311053	17	61.0	localhost230405150001	B05	16.0	16.0	23.0	23.0	f12	-2.2563338	4.1039705
B	5	9	failing	rejected	DMSO	733.9696529271554	972.1609208766932	17	61.0	localhost230405150001	B05	17.0	17.0	25.0	25.0	f12	-1.5766574	2.7921162
B	5	9	failing	rejected	DMSO	335.5308121857674	425.9534190497009	17	61.0	localhost230405150001	B05	7.0	7.0	11.0	11.0	f12	-2.423822	4.1881995
B	5	9	failing	rejected	DMSO	485.82406706642604	709.2241951446701	17	61.0	localhost230405150001	B05	11.0	11.0	17.0	17.0	f12	-2.331794	3.3373044
B	5	9	failing	rejected	DMSO	783.8643150123052	714.166037735849	17	61.0	localhost230405150001	B05	12.0	12.0	18.0	18.0	f12	1.1251419	2.671847
B	5	9	failing	rejected	DMSO	344.01550323671296	916.7636168721396	17	61.0	localhost230405150001	B05	15.0	15.0	22.0	22.0	f12	-1.7977467	4.7460985
B	6	9	failing	rejected	drug_x	561.2237569060774	118.87790055248618	23	65.0	localhost230405150001	B06	2.0	2.0	3.0	3.0	f00	7.1380453	4.037368
B	6	9	failing	rejected	drug_x	695.5047143649473	170.57404326123128	23	65.0	localhost230405150001	B06	3.0	3.0	5.0	5.0	f00	3.674489	4.4076357
B	6	9	failing	rejected	drug_x	272.349938499385	198.0891758917589	23	65.0	localhost230405150001	B06	4.0	4.0	6.0	6.0	f00	2.1066349	5.972005
B	6	9	failing	rejected	drug_x	379.28656361474435	180.74554102259216	23	65.0	localhost230405150001	B06	5.0	5.0	7.0	7.0	f00	2.9956267	4.4461703
B	6	9	failing	rejected	drug_x	334.75429248075784	250.18827708703375	23	65.0	localhost230405150001	B06	7.0	7.0	10.0	10.0	f00	4.4266787	4.5074253
B	6	9	failing	rejected	drug_x	263.5446782178218	355.64220297029703	23	65.0	localhost230405150001	B06	9.0	9.0	13.0	13.0	f00	1.2216063	5.351776
B	6	9	failing	rejected	drug_x	703.7128263337117	368.60612939841087	23	65.0	localhost230405150001	B06	10.0	10.0	14.0	14.0	f00	6.6975894	3.902923
B	6	9	failing	rejected	drug_x	398.0624575695859	494.5838424983028	23	65.0	localhost230405150001	B06	13.0	13.0	18.0	18.0	f00	7.2477417	4.3640375
B	6	9	failing	rejected	drug_x	734.0206013363029	507.0133630289532	23	65.0	localhost230405150001	B06	14.0	14.0	19.0	19.0	f00	1.3923309	5.8231554
B	6	9	failing	rejected	drug_x	655.373720699901	555.961703532519	23	65.0	localhost230405150001	B06	15.0	15.0	20.0	20.0	f00	1.8434364	5.7474403
B	6	9	failing	rejected	drug_x	767.3712035995501	581.5803024621922	23	65.0	localhost230405150001	B06	16.0	16.0	21.0	21.0	f00	-0.9076963	7.319703
B	6	9	failing	rejected	drug_x	538.2418392091027	655.9636261891438	23	65.0	localhost230405150001	B06	18.0	18.0	23.0	23.0	f00	1.0175294	1.5965314
B	6	9	failing	rejected	drug_x	932.2989849672363	638.1567518951562	23	65.0	localhost230405150001	B06	19.0	19.0	24.0	24.0	f00	1.5528325	5.590207
B	6	9	failing	rejected	drug_x	675.9668683863551	702.3317556374454	23	65.0	localhost230405150001	B06	20.0	20.0	26.0	26.0	f00	-2.623043	3.3120315
B	6	9	failing	rejected	drug_x	582.6461126005362	880.8241286863271	23	65.0	localhost230405150001	B06	22.0	22.0	31.0	31.0	f00	4.030332	4.95573
B	6	9	failing	rejected	drug_x	89.0581440123219	911.5213708124759	23	65.0	localhost230405150001	B06	23.0	23.0	33.0	33.0	f00	2.636187	4.753595
B	6	9	failing	rejected	drug_x	1003.6405667412379	150.81382053194133	32	66.0	localhost230405150001	B06	1.0	1.0	4.0	4.0	f01	6.6784787	4.0801797
B	6	9	failing	rejected	drug_x	571.5484291226136	176.51345392594078	32	66.0	localhost230405150001	B06	2.0	2.0	5.0	5.0	f01	-0.35539138	5.7312164
B	6	9	failing	rejected	drug_x	352.5876459211967	198.248759232938	32	66.0	localhost230405150001	B06	3.0	3.0	6.0	6.0	f01	-2.62945	4.107848
B	6	9	failing	rejected	drug_x	104.44175044352454	247.0053222945003	32	66.0	localhost230405150001	B06	4.0	4.0	7.0	7.0	f01	3.7919772	4.8980937
B	6	9	failing	rejected	drug_x	300.5733671069296	335.54731318979555	32	66.0	localhost230405150001	B06	5.0	5.0	10.0	10.0	f01	1.5598581	5.913319
B	6	9	failing	rejected	drug_x	384.1288036085058	381.2146488150641	32	66.0	localhost230405150001	B06	6.0	6.0	11.0	11.0	f01	-0.31969193	6.906326
B	6	9	failing	rejected	drug_x	618.7538722565814	377.73285534453504	32	66.0	localhost230405150001	B06	7.0	7.0	12.0	12.0	f01	-0.63244486	6.659594
B	6	9	failing	rejected	drug_x	161.43300532845865	403.11057524016957	32	66.0	localhost230405150001	B06	9.0	9.0	14.0	14.0	f01	-2.1652699	3.9112735
B	6	9	failing	rejected	drug_x	525.1930927156282	431.22631232417547	32	66.0	localhost230405150001	B06	10.0	10.0	16.0	16.0	f01	1.4084327	6.0546937
B	6	9	failing	rejected	drug_x	324.80933667592655	526.9558235652822	32	66.0	localhost230405150001	B06	11.0	11.0	17.0	17.0	f01	-2.2845812	3.2046764
B	6	9	failing	rejected	drug_x	479.64075249320035	544.3866727107887	32	66.0	localhost230405150001	B06	12.0	12.0	18.0	18.0	f01	1.9139134	6.1791835
B	6	9	failing	rejected	drug_x	236.95389558232932	525.707469879518	32	66.0	localhost230405150001	B06	13.0	13.0	19.0	19.0	f01	-0.68687814	1.5059685
B	6	9	failing	rejected	drug_x	827.8312987792675	589.1592955773464	32	66.0	localhost230405150001	B06	14.0	14.0	22.0	22.0	f01	1.4125289	5.4797297
B	6	9	failing	rejected	drug_x	464.09859651597435	632.4153325340292	32	66.0	localhost230405150001	B06	15.0	15.0	23.0	23.0	f01	-1.4821709	6.224063
B	6	9	failing	rejected	drug_x	678.6444187941336	601.2698940793048	32	66.0	localhost230405150001	B06	16.0	16.0	24.0	24.0	f01	1.0246578	3.3077116
B	6	9	failing	rejected	drug_x	406.99600845268844	689.5339281521484	32	66.0	localhost230405150001	B06	18.0	18.0	27.0	27.0	f01	2.2681625	5.8900175
B	6	9	failing	rejected	drug_x	914.5359789993823	700.5843113032736	32	66.0	localhost230405150001	B06	19.0	19.0	28.0	28.0	f01	-1.1488525	6.9402685
B	6	9	failing	rejected	drug_x	300.74464542496025	731.0233103761447	32	66.0	localhost230405150001	B06	20.0	20.0	29.0	29.0	f01	1.2979164	6.2032638
B	6	9	failing	rejected	drug_x	771.099395567495	749.8582941571525	32	66.0	localhost230405150001	B06	21.0	21.0	31.0	31.0	f01	4.6516576	4.6647763
B	6	9	failing	rejected	drug_x	340.09319587628863	860.6842415316642	32	66.0	localhost230405150001	B06	23.0	23.0	35.0	35.0	f01	-0.24167822	5.171687
B	6	9	failing	rejected	drug_x	574.9704323339407	882.9427695875435	32	66.0	localhost230405150001	B06	24.0	24.0	36.0	36.0	f01	0.24745046	6.7350984
B	6	9	failing	rejected	drug_x	744.8197085700173	955.2352432699432	32	66.0	localhost230405150001	B06	28.0	28.0	40.0	40.0	f01	1.375834	5.5107074
B	6	9	failing	rejected	drug_x	1000.8277046365198	957.9198626216371	32	66.0	localhost230405150001	B06	29.0	29.0	42.0	42.0	f01	3.968007	4.9521723
B	6	9	failing	rejected	drug_x	209.20498321258174	1025.6540908287684	32	66.0	localhost230405150001	B06	31.0	31.0	44.0	44.0	f01	2.325538	1.2151242
B	6	9	failing	rejected	drug_x	580.2009081435165	126.43211255024565	28	67.0	localhost230405150001	B06	1.0	1.0	5.0	5.0	f02	-0.99088484	7.0895023
B	6	9	failing	rejected	drug_x	738.1558659711785	240.8912562991778	28	67.0	localhost230405150001	B06	4.0	4.0	8.0	8.0	f02	-0.38223192	5.8130913
B	6	9	failing	rejected	drug_x	698.1042612064194	363.7097952407305	28	67.0	localhost230405150001	B06	5.0	5.0	9.0	9.0	f02	-0.8988562	7.5250235
B	6	9	failing	rejected	drug_x	241.92307692307693	337.0628434065934	28	67.0	localhost230405150001	B06	6.0	6.0	10.0	10.0	f02	2.5102196	5.0678625
B	6	9	failing	rejected	drug_x	539.6832039689525	428.3838521245099	28	67.0	localhost230405150001	B06	7.0	7.0	11.0	11.0	f02	-0.78827673	7.1180344
B	6	9	failing	rejected	drug_x	467.99860996393966	362.2771611031649	28	67.0	localhost230405150001	B06	8.0	8.0	12.0	12.0	f02	-0.47251368	6.9220505
