Metadata_WellRow	Metadata_WellCol	Metadata_heart_number	Metadata_cell_type	Metadata_heart_failure_type	Metadata_treatment	Metadata_Cells_Location_Center_X	Metadata_Cells_Location_Center_Y	Metadata_Image_Count_Cells	Metadata_ImageNumber	Metadata_Plate	Metadata_Well	Metadata_Cells_Number_Object_Number	Metadata_Cytoplasm_Parent_Cells	Metadata_Cytoplasm_Parent_Nuclei	Metadata_Nuclei_Number_Object_Number	Metadata_Site	UMAP0	UMAP1
B	2	9	failing	rejected	DMSO	689.6197364923871	567.5594031210844	28	5.0	localhost230405150001	B02	10.0	10.0	15.0	15.0	f04	-1.044419	4.1921754
B	2	9	failing	rejected	DMSO	261.42339500981217	583.4815671432576	28	5.0	localhost230405150001	B02	11.0	11.0	17.0	17.0	f04	-1.9223695	2.3220649
B	2	9	failing	rejected	DMSO	391.1567747637501	641.8490040111496	28	5.0	localhost230405150001	B02	13.0	13.0	20.0	20.0	f04	-1.696205	2.0316794
B	2	9	failing	rejected	DMSO	900.8751640112465	652.8276476101219	28	5.0	localhost230405150001	B02	14.0	14.0	21.0	21.0	f04	-1.5214185	3.2444093
B	2	9	failing	rejected	DMSO	599.0004951815031	684.4826876928352	28	5.0	localhost230405150001	B02	15.0	15.0	22.0	22.0	f04	-1.8559382	3.735752
B	2	9	failing	rejected	DMSO	317.4555725775565	704.8952508617388	28	5.0	localhost230405150001	B02	16.0	16.0	23.0	23.0	f04	-2.0010405	1.8844765
B	2	9	failing	rejected	DMSO	210.32038834951456	752.2640526688612	28	5.0	localhost230405150001	B02	17.0	17.0	24.0	24.0	f04	-2.4682412	2.927976
B	2	9	failing	rejected	DMSO	757.7064220183486	747.4981831264616	28	5.0	localhost230405150001	B02	18.0	18.0	25.0	25.0	f04	-2.1900551	4.114156
B	2	9	failing	rejected	DMSO	466.347809610429	717.6442322267698	28	5.0	localhost230405150001	B02	20.0	20.0	27.0	27.0	f04	-1.523606	2.253736
B	2	9	failing	rejected	DMSO	324.5382796780684	860.934356136821	28	5.0	localhost230405150001	B02	23.0	23.0	31.0	31.0	f04	-2.4561648	2.7314203
B	2	9	failing	rejected	DMSO	571.9522006432962	885.1283742518627	28	5.0	localhost230405150001	B02	25.0	25.0	33.0	33.0	f04	-1.4141752	2.7940705
B	2	9	failing	rejected	DMSO	605.2681205901218	926.1642078255292	28	5.0	localhost230405150001	B02	26.0	26.0	34.0	34.0	f04	6.263023	4.1797824
B	2	9	failing	rejected	DMSO	764.9840434175035	916.6781060089045	28	5.0	localhost230405150001	B02	27.0	27.0	35.0	35.0	f04	-2.5053787	3.7623284
B	2	9	failing	rejected	DMSO	192.2741403674046	938.3571008007536	28	5.0	localhost230405150001	B02	28.0	28.0	36.0	36.0	f04	-1.5614154	5.459895
B	2	9	failing	rejected	DMSO	802.5430209419122	276.1801857291765	31	6.0	localhost230405150001	B02	3.0	3.0	8.0	8.0	f05	-2.8821833	3.5433145
B	2	9	failing	rejected	DMSO	322.837007569479	261.78125863307366	31	6.0	localhost230405150001	B02	4.0	4.0	9.0	9.0	f05	-2.0202606	3.2415903
B	2	9	failing	rejected	DMSO	158.28556492646547	234.05457586951977	31	6.0	localhost230405150001	B02	5.0	5.0	10.0	10.0	f05	-1.89579	2.7982752
B	2	9	failing	rejected	DMSO	593.7378351539226	272.4309831181728	31	6.0	localhost230405150001	B02	6.0	6.0	11.0	11.0	f05	1.306706	4.495141
B	2	9	failing	rejected	DMSO	227.01102257636123	422.7565737051793	31	6.0	localhost230405150001	B02	9.0	9.0	14.0	14.0	f05	-0.7033779	-0.66559327
B	2	9	failing	rejected	DMSO	569.0697624847746	449.32143727161997	31	6.0	localhost230405150001	B02	10.0	10.0	15.0	15.0	f05	-2.393458	4.2838364
B	2	9	failing	rejected	DMSO	116.04377187058752	445.28246055620355	31	6.0	localhost230405150001	B02	11.0	11.0	16.0	16.0	f05	1.4975362	-1.2764182
B	2	9	failing	rejected	DMSO	421.72691807542265	464.81976592977895	31	6.0	localhost230405150001	B02	12.0	12.0	17.0	17.0	f05	-2.0581539	3.0539951
B	2	9	failing	rejected	DMSO	378.4296336597751	510.816467174465	31	6.0	localhost230405150001	B02	13.0	13.0	18.0	18.0	f05	-1.2676375	2.553618
B	2	9	failing	rejected	DMSO	186.83386603668706	528.1163841022791	31	6.0	localhost230405150001	B02	14.0	14.0	19.0	19.0	f05	-0.41067585	2.3540187
B	2	9	failing	rejected	DMSO	316.0508303975843	511.3844992450931	31	6.0	localhost230405150001	B02	15.0	15.0	20.0	20.0	f05	-0.059482984	0.97414404
B	2	9	failing	rejected	DMSO	232.39209595305894	589.0720510829235	31	6.0	localhost230405150001	B02	16.0	16.0	21.0	21.0	f05	-0.48973453	-1.093789
B	2	9	failing	rejected	DMSO	427.7329580438033	605.925587122878	31	6.0	localhost230405150001	B02	17.0	17.0	22.0	22.0	f05	-0.47478008	1.6855371
B	2	9	failing	rejected	DMSO	383.2701259061427	650.3781953452881	31	6.0	localhost230405150001	B02	18.0	18.0	23.0	23.0	f05	-1.7310328	2.0256195
B	2	9	failing	rejected	DMSO	210.51238137603795	659.5627224199288	31	6.0	localhost230405150001	B02	20.0	20.0	25.0	25.0	f05	-0.85466546	3.4020584
B	2	9	failing	rejected	DMSO	309.34509499806126	710.5617164275559	31	6.0	localhost230405150001	B02	21.0	21.0	26.0	26.0	f05	-0.7024978	3.2430985
B	2	9	failing	rejected	DMSO	768.564387134877	725.7281295371214	31	6.0	localhost230405150001	B02	22.0	22.0	28.0	28.0	f05	-2.8207967	2.8562536
B	2	9	failing	rejected	DMSO	431.30875186797476	765.7590474952895	31	6.0	localhost230405150001	B02	23.0	23.0	29.0	29.0	f05	-2.4591002	3.5241477
B	2	9	failing	rejected	DMSO	532.5777580203008	882.966103578573	31	6.0	localhost230405150001	B02	25.0	25.0	33.0	33.0	f05	-2.5091217	3.6792154
B	2	9	failing	rejected	DMSO	862.4177989130435	889.0760869565217	31	6.0	localhost230405150001	B02	26.0	26.0	34.0	34.0	f05	6.7974606	4.9085617
B	2	9	failing	rejected	DMSO	675.3114490520534	878.3349634889797	31	6.0	localhost230405150001	B02	27.0	27.0	35.0	35.0	f05	-1.8784797	2.835277
B	2	9	failing	rejected	DMSO	770.3034335906308	888.43474403336	31	6.0	localhost230405150001	B02	28.0	28.0	36.0	36.0	f05	-1.757536	3.7485409
B	2	9	failing	rejected	DMSO	1045.6383125864454	965.923928077455	31	6.0	localhost230405150001	B02	29.0	29.0	37.0	37.0	f05	-0.50230366	1.9514961
B	2	9	failing	rejected	DMSO	990.6592964824121	1008.9093467336684	31	6.0	localhost230405150001	B02	30.0	30.0	41.0	41.0	f05	0.59733754	0.58396655
B	2	9	failing	rejected	DMSO	685.4578491443059	1007.265476442003	31	6.0	localhost230405150001	B02	31.0	31.0	42.0	42.0	f05	-1.3753029	1.4572968
B	2	9	failing	rejected	DMSO	699.5375037354319	193.7198924195637	22	7.0	localhost230405150001	B02	2.0	2.0	6.0	6.0	f06	-1.3364772	5.139318
B	2	9	failing	rejected	DMSO	786.4724091980729	400.82994498923705	22	7.0	localhost230405150001	B02	5.0	5.0	9.0	9.0	f06	-2.4623501	4.1834545
B	2	9	failing	rejected	DMSO	358.63483913985664	458.279646607768	22	7.0	localhost230405150001	B02	7.0	7.0	12.0	12.0	f06	-1.9998637	4.938919
B	2	9	failing	rejected	DMSO	772.1240889509838	625.0529747351263	22	7.0	localhost230405150001	B02	8.0	8.0	14.0	14.0	f06	-2.2922895	4.3740106
B	2	9	failing	rejected	DMSO	591.597607260726	629.0335808580858	22	7.0	localhost230405150001	B02	9.0	9.0	15.0	15.0	f06	-1.8355371	3.768432
B	2	9	failing	rejected	DMSO	448.0345562588813	618.3006717478362	22	7.0	localhost230405150001	B02	10.0	10.0	16.0	16.0	f06	-1.3658752	3.9975343
B	2	9	failing	rejected	DMSO	279.1804195030162	686.9779456527755	22	7.0	localhost230405150001	B02	12.0	12.0	18.0	18.0	f06	-2.6011853	3.1757793
